,num,PET,variation,category,orig_text,clean_text,char_count,word_count,text,label,euph_status
200,201,ekonomik,ekonomik,employment/finances,"Resmi açılış öncesinde fuardaki araçlar basın mensuplarına tanıtıldı. Dünya devi firmalar hem ekonomik hem de doğayı koruyan yeni modelleri ile fuarda boy gösteriyor. Fuarın en ilgi çekici tarafı çoğu üretici firmanın henüz daha piyasaya sürmediği konsept araba dizaynları. Fuarda ayrıca dünya çapında hasılat rekorları kıran ünlü James Bond filmlerinin son serisi olan ""Spectre""de Bond’un kullanması için üretilen ve sadece dünyada 3 adet olan Austin Martin ziyaretçilerin ilgi odağı.","resmi açılış öncesinde fuardaki araçlar basın mensuplarına tanıtıldı. dünya devi firmalar hem ekonomik hem de doğayı koruyan yeni modelleri ile fuarda boy gösteriyor. fuarın en ilgi çekici tarafı çoğu üretici firmanın henüz daha piyasaya sürmediği konsept araba dizaynları. fuarda ayrıca dünya çapında hasılat rekorları kıran ünlü james bond filmlerinin son serisi olan ""spectre""de bond’un kullanması için üretilen ve sadece dünyada 3 adet olan austin martin ziyaretçilerin ilgi odağı.",485,68,"Resmi açılış öncesinde fuardaki araçlar basın mensuplarına tanıtıldı. Dünya devi firmalar hem [PET_BOUNDARY]ekonomik[PET_BOUNDARY] hem de doğayı koruyan yeni modelleri ile fuarda boy gösteriyor. Fuarın en ilgi çekici tarafı çoğu üretici firmanın henüz daha piyasaya sürmediği konsept araba dizaynları. Fuarda ayrıca dünya çapında hasılat rekorları kıran ünlü James Bond filmlerinin son serisi olan ""Spectre""de Bond’un kullanması için üretilen ve sadece dünyada 3 adet olan Austin Martin ziyaretçilerin ilgi odağı.",1,sometimes_euph
2333,2334,hayata veda etmek,hayata veda etti,death,". KOAH hastalığı nedeniyle hastanede tedavi gören Erdoğan Sıcak, 12 Şubat 2019'da 79 yaşındayken İstanbul'da hayata veda etti . Ankara'da, bir süredir mücadele verdiği kanser nedeniyle 63 yaşında hayata veda eden tiyatro ve sinema oyuncusu,",koah hastalığı nedeniyle hastanede tedavi gören erdoğan sıcak  şubat da  yaşındayken istanbulda hayata veda etti  ankarada bir süredir mücadele verdiği kanser nedeniyle  yaşında hayata veda eden tiyatro ve sinema oyuncusu,240,35,". KOAH hastalığı nedeniyle hastanede tedavi gören Erdoğan Sıcak, 12 Şubat 2019'da 79 yaşındayken İstanbul'da [PET_BOUNDARY]hayata veda etti[PET_BOUNDARY]. Ankara'da, bir süredir mücadele verdiği kanser nedeniyle 63 yaşında hayata veda eden tiyatro ve sinema oyuncusu,",1,sometimes_euph
994,995,madde,madde,substances,701937	Önemli bir ergen sağlığı sorunu olan madde kullanımı ve bağımlılığı mücadelesidir.,önemli bir ergen sağlığı sorunu olan madde kullanımı ve bağımlılığı mücadelesidir.,83,11,701937        Önemli bir ergen sağlığı sorunu olan [PET_BOUNDARY]madde[PET_BOUNDARY] kullanımı ve bağımlılığı mücadelesidir.,1,sometimes_euph
207,208,ekonomik,ekonomik,employment/finances,"Tunceli Üniversitesi'nde okuyan Hıdır Ali Genç'in okul harçlığını çıkarmak için bir yakınının aracılığıyla 5 gün önce rezidans inşaatında asansörcü olarak işe başladığı belirtildi. Yakınları Genç'in memleketi olan Tunceli'de üniversite okuduğunu, ekonomik durumu iyi olmadığı için zaman zaman inşaatlarda çalıştığını söyledi.","tunceli üniversitesi'nde okuyan hıdır ali genç'in okul harçlığını çıkarmak için bir yakınının aracılığıyla 5 gün önce rezidans inşaatında asansörcü olarak işe başladığı belirtildi. yakınları genç'in memleketi olan tunceli'de üniversite okuduğunu, ekonomik durumu iyi olmadığı için zaman zaman inşaatlarda çalıştığını söyledi.",325,40,"Tunceli Üniversitesi'nde okuyan Hıdır Ali Genç'in okul harçlığını çıkarmak için bir yakınının aracılığıyla 5 gün önce rezidans inşaatında asansörcü olarak işe başladığı belirtildi. Yakınları Genç'in memleketi olan Tunceli'de üniversite okuduğunu, [PET_BOUNDARY]ekonomik[PET_BOUNDARY] durumu iyi olmadığı için zaman zaman inşaatlarda çalıştığını söyledi.",0,sometimes_euph
1420,1421,iyi saatte olsunlar,İyi saatte olsun,misc.,"mi? Hayır kilitlenmedi, hatta ülke siyasetinde kilitlenmeler varsa bunları açmanın yolları açıldı diyorum. İyi saatte olsun ülkemiz eski başbakanlarından Ferdi Sabit Soyer'in özellikle de başbakanlık görevi sırasında söylediklerini",mi hayır kilitlenmedi hatta ülke siyasetinde kilitlenmeler varsa bunları açmanın yolları açıldı diyorum iyi saatte olsun ülkemiz eski başbakanlarından ferdi sabit soyerin özellikle de başbakanlık görevi sırasında söylediklerini,231,28,"mi? Hayır kilitlenmedi, hatta ülke siyasetinde kilitlenmeler varsa bunları açmanın yolları açıldı diyorum. [PET_BOUNDARY]İyi saatte olsun[PET_BOUNDARY] ülkemiz eski başbakanlarından Ferdi Sabit Soyer'in özellikle de başbakanlık görevi sırasında söylediklerini",0,sometimes_euph
726,727,seks işçisi,seks işçisi,sexual activity,"""Kardeşim , bu kadınların büyük çoğunluğunun seks işçisi olduğunu bilmiyor  musun ?""","""kardeşim bu kadınların büyükoğunluğunun seks işçisi olduğunu bilmiyor  musun",77,9,"""Kardeşim, bu kadınların büyük çoğunluğunun [PET_BOUNDARY]seks işçisi[PET_BOUNDARY] olduğunu bilmiyor  musun?""",1,always_euph
1387,1388,iyi saatte olsunlar,iyi saatte olsunlar,misc.,"bağlamak, hastalık dolayısiyle çocuğun adını, özel bir törenle, değiştirmek kötü ruhlardan korunma maksadiyle 'iyi saatte olsunlar' demek gibi âdetler bu cümledendir. "" demektedir. Bu bilgilerden hareketle bildiri konumuz olan Lâdikli Ahmet Ağa'",bağlamak hastalık dolayısiyle çocuğun adını özel bir törenle değiştirmek kötü ruhlardan korunma maksadiyle iyi saatte olsunlar demek gibi detler bu cümledendir  demektedir bu bilgilerden hareketle bildiri konumuz olan ldikli ahmet ağa,245,32,"bağlamak, hastalık dolayısiyle çocuğun adını, özel bir törenle, değiştirmek kötü ruhlardan korunma maksadiyle '[PET_BOUNDARY]iyi saatte olsunlar[PET_BOUNDARY]' demek gibi âdetler bu cümledendir. "" demektedir. Bu bilgilerden hareketle bildiri konumuz olan Lâdikli Ahmet Ağa'",1,sometimes_euph
939,940,göğüs,göğüslere,physical/mental attributes,"302490	Çünkü vücut, hamileyken ve emzirirken göğüslere daha fazla kan sağlar.","	çünkü vücut, hamileyken ve emzirirken göğüslere daha fazla kan sağlar.",71,10,"302490	Çünkü vücut, hamileyken ve emzirirken [PET_BOUNDARY]göğüslere[PET_BOUNDARY] daha fazla kan sağlar.",1,sometimes_euph
1350,1351,ince hastalık,ince hastalıktan,illness,da şehit düşen amcasının ismi ile birlikte Salih Zeki adı verilmiş. Salih Zeki henüz yedi aylık iken anne Adile ince hastalıktan ölmüş. Salih Zekiyi de babaanne büyütmüş. Baba Ahmet ve amca Mustafa da Çanakkale Savaşına katılırlar. Amca Mustafa,da şehit düşen amcasının ismi ile birlikte salih zeki adı verilmiş salih zeki henüz yedi aylık iken anne adile ince hastalıktan ölmüş salih zekiyi de babaanne büyütmüş baba ahmet ve amca mustafa da çanakkale savaşına katılırlar amca mustafa,244,38,da şehit düşen amcasının ismi ile birlikte Salih Zeki adı verilmiş. Salih Zeki henüz yedi aylık iken anne Adile [PET_BOUNDARY]ince hastalıktan[PET_BOUNDARY] ölmüş. Salih Zekiyi de babaanne büyütmüş. Baba Ahmet ve amca Mustafa da Çanakkale Savaşına katılırlar. Amca Mustafa,1,sometimes_euph
711,712,saf,saf,physical/mental attributes,"Radyo Trafik'te program yapan Okan Bayülgen, bu kez dinleyicilerine Taksim Gezi Parkı'ndan ulaşacak. Bu gece yarısı Gezi Parkı'ndan canlı yayın yapacak olan Bayülgen, eylemi Twitter'daki takipçilerine ""Bu gece yarısı Gezi Parkı'nda kitap okumaya başlıyorum. Çimlerde uyuyacaklar için. 'Saf' bir eylemle eylemcilerin 'saf ve güzel' eylemine katkı için"" diye duyurdu GEZİ PARKI NÖBETİ SÜRÜYOR","radyo trafik'te program yapan okan bayülgen, bu kez dinleyicilerine taksim gezi parkı'ndan ulaşacak. bu gece yarısı gezi parkı'ndan canlı yayın yapacak olan bayülgen, eylemi twitter'daki takipçilerine ""bu gece yarısı gezi parkı'nda kitap okumaya başlıyorum. çimlerde uyuyacaklar için. 'saf' bir eylemle eylemcilerin 'saf ve güzel' eylemine katkı için"" diye duyurdu gezi̇ parki nöbeti̇ sürüyor",392,53,"Radyo Trafik'te program yapan Okan Bayülgen, bu kez dinleyicilerine Taksim Gezi Parkı'ndan ulaşacak. Bu gece yarısı Gezi Parkı'ndan canlı yayın yapacak olan Bayülgen, eylemi Twitter'daki takipçilerine ""Bu gece yarısı Gezi Parkı'nda kitap okumaya başlıyorum. Çimlerde uyuyacaklar için. '[PET_BOUNDARY]Saf[PET_BOUNDARY]' bir eylemle eylemcilerin 'saf ve güzel' eylemine katkı için"" diye duyurdu GEZİ PARKI NÖBETİ SÜRÜYOR",0,sometimes_euph
1294,1295,hamileliği sonlandırmak,hamileliği sonlandırma,death,". Hamilelikte fark edilen kalıtsal bir hastalık, anne ve babaya bildirilir. Bunun akabinde, belki de anne-baba hamileliği sonlandırma kararı alırlar. Onun için en doğru kararın verilmesi çok önemli. Sonuçta her ne olursa olsun, rahme düşmüş her",hamilelikte fark edilen kalıtsal bir hastalık anne ve babaya bildirilir bunun akabinde belki de annebaba hamileliği sonlandırma kararı alırlar onun için en doğru kararın verilmesi çok önemli sonuçta her ne olursa olsun rahme düşmüş her,244,36,". Hamilelikte fark edilen kalıtsal bir hastalık, anne ve babaya bildirilir. Bunun akabinde, belki de anne-baba [PET_BOUNDARY]hamileliği sonlandırma[PET_BOUNDARY] kararı alırlar. Onun için en doğru kararın verilmesi çok önemli. Sonuçta her ne olursa olsun, rahme düşmüş her",1,sometimes_euph
2042,2043,gidici,gidiciydi,death,"güç sıralamaları değişmeli diyordum vazgeçtim. Kusursuz ayarlanmış. 2.nin ölmesi dışında pek bir şey olmadı, zaten gidiciydi o. Yeni bölümü merakla bekliyorum. Güzel bir bölümdü. Koskoca Hueco Mundo kralı'nı Hacchigen tek başına yenmiş oldu.",güç sıralamaları değişmeli diyordum vazgeçtim kusursuz ayarlanmış nin ölmesi dışında pek bir şey olmadı zaten gidiciydi o yeni bölümü merakla bekliyorum güzel bir bölümdü koskoca hueco mundo kralını hacchigen tek başına yenmiş oldu,241,33,"güç sıralamaları değişmeli diyordum vazgeçtim. Kusursuz ayarlanmış. 2.nin ölmesi dışında pek bir şey olmadı, zaten [PET_BOUNDARY]gidiciydi[PET_BOUNDARY] o. Yeni bölümü merakla bekliyorum. Güzel bir bölümdü. Koskoca Hueco Mundo kralı'nı Hacchigen tek başına yenmiş oldu.",1,sometimes_euph
1570,1571,abdest bozmak,abdest bozmak,bodily functions,"altlarına, hayvanların otladıkları mer'alara, karınca yuvalarına helaya oturmak; ayakta iken veya rüzgâra karşı abdest bozmak yasaklanmıştır. Vücudumuzla ilgili olan mekruhlar: Peştemalsız olarak hamama girmek, göbekten diz kapağına kadar",altlarına hayvanların otladıkları meralara karınca yuvalarına helaya oturmak ayakta iken veya rüzgra karşı abdest bozmak yasaklanmıştır vücudumuzla ilgili olan mekruhlar peştemalsız olarak hamama girmek göbekten diz kapağına kadar,238,28,"altlarına, hayvanların otladıkları mer'alara, karınca yuvalarına helaya oturmak; ayakta iken veya rüzgâra karşı [PET_BOUNDARY]abdest bozmak[PET_BOUNDARY] yasaklanmıştır. Vücudumuzla ilgili olan mekruhlar: Peştemalsız olarak hamama girmek, göbekten diz kapağına kadar",1,sometimes_euph
1108,1109,aybaşı,aybaşı,bodily functions,"ve beyin damarları rahatsızlıklarında kullanılmaktadır. (3, 4) Çiçek açma zamanında toplanan bütün bitki, aybaşı halleri ve gece işemesi problemlerinde kullanılır. (2) İstanbul Üniversitesi Sağlık Bilimleri Enstitüsü",ve beyin damarları rahatsızlıklarında kullanılmaktadır   çiçek açma zamanında toplanan bütün bitki aybaşı halleri ve gece işemesi problemlerinde kullanılır  istanbul üniversitesi sağlık bilimleri enstitüsü,216,26,"ve beyin damarları rahatsızlıklarında kullanılmaktadır. (3, 4) Çiçek açma zamanında toplanan bütün bitki, [PET_BOUNDARY]aybaşı[PET_BOUNDARY] halleri ve gece işemesi problemlerinde kullanılır. (2) İstanbul Üniversitesi Sağlık Bilimleri Enstitüsü",1,sometimes_euph
1279,1280,hamileliği sonlandırmak,Hamileliği sonlandırmak,death,"ilaçlar, Gut tedavisinde kullanılan probenesid, Süregelen kalp yetmezliğinin tedavisinde kullanılan digoksin, Hamileliği sonlandırmak için kullanılan mifepriston, Seçici serotonin geri alım inhibitörleri türünde antidepresanlar (SSRl'ler),",ilaçlar gut tedavisinde kullanılan probenesid süregelen kalp yetmezliğinin tedavisinde kullanılan digoksin hamileliği sonlandırmak için kullanılan mifepriston seçici serotonin geri alım inhibitörleri türünde antidepresanlar ssrller,239,24,"ilaçlar, Gut tedavisinde kullanılan probenesid, Süregelen kalp yetmezliğinin tedavisinde kullanılan digoksin, [PET_BOUNDARY]Hamileliği sonlandırmak[PET_BOUNDARY]  için kullanılan mifepriston, Seçici serotonin geri alım inhibitörleri türünde antidepresanlar (SSRl'ler),",0,sometimes_euph
214,215,ekonomik,ekonomik,employment/finances,"19 Mayıs'ta toplanacak Türkiye-AB Ortaklık Konseyi için hazırlanan taslak AB belgesinde, ekonomik durgunluk ve emtia fiyatlarındaki düşüşün Türkiye'nin dış finansman ihtiyacını azalttığı belirtilerek mevcut şartlarda en büyük tehditlerin dış talepteki duraklamayla küresel krizin daha da derinleşmesi ihtimali olduğu kaydedildi. Taslak belgede ""Avrupa Birliği, taze kaynak ve yatırımcı güvenini sağlamak için Türkiye'yi biran önce IMF'yle anlaşmaya teşvik eder"" denildi.","19 mayıs'ta toplanacak türkiye-ab ortaklık konseyi için hazırlanan taslak ab belgesinde, ekonomik durgunluk ve emtia fiyatlarındaki düşüşün türkiye'nin dış finansman ihtiyacını azalttığı belirtilerek mevcut şartlarda en büyük tehditlerin dış talepteki duraklamayla küresel krizin daha da derinleşmesi ihtimali olduğu kaydedildi. taslak belgede ""avrupa birliği, taze kaynak ve yatırımcı güvenini sağlamak için türkiye'yi biran önce imf'yle anlaşmaya teşvik eder"" denildi.",470,58,"19 Mayıs'ta toplanacak Türkiye - AB Ortaklık Konseyi için hazırlanan taslak AB belgesinde, [PET_BOUNDARY]ekonomik[PET_BOUNDARY] durgunluk ve emtia fiyatlarındaki düşüşün Türkiye'nin dış finansman ihtiyacını azalttığı belirtilerek mevcut şartlarda en büyük tehditlerin dış talepteki duraklamayla küresel krizin daha da derinleşmesi ihtimali olduğu kaydedildi. Taslak belgede ""Avrupa Birliği, taze kaynak ve yatırımcı güvenini sağlamak için Türkiye'yi biran önce IMF'yle anlaşmaya teşvik eder"" denildi.",0,sometimes_euph
208,209,ekonomik,ekonomik,employment/finances,"Çin, ekonomik büyümesindeki yavaşlamaya rağmen ABD'yi geride bırakarak ilk kez dünyanın en büyük petrol ithalatçısı konumuna yükseldi. Çin'in ham petrol ithalatı Nisan ayında 7,4 milyon varil/gün seviyesinde gerçekleşti. Aynı dönemde ABD'nin ithalatı ise 7,2 milyon varil/gün oldu.""","çin, ekonomik büyümesindeki yavaşlamaya rağmen abd'yi geride bırakarak ilk kez dünyanın en büyük petrol ithalatçısı konumuna yükseldi. çin'in ham petrol ithalatı nisan ayında 7,4 milyon varil/gün seviyesinde gerçekleşti. aynı dönemde abd'nin ithalatı ise 7,2 milyon varil/gün oldu.""",282,37,"Çin, [PET_BOUNDARY]ekonomik[PET_BOUNDARY] büyümesindeki yavaşlamaya rağmen ABD'yi geride bırakarak ilk kez dünyanın en büyük petrol ithalatçısı konumuna yükseldi. Çin'in ham petrol ithalatı Nisan ayında 7,4 milyon varil / gün seviyesinde gerçekleşti. Aynı dönemde ABD'nin ithalatı ise 7,2 milyon varil / gün oldu.""",0,sometimes_euph
1658,1659,saf,saf,physical/mental attributes,"ismimi söylediğim halde sürekli ismimi unuturdu. Keşke onu görmüş olsaydınız! Onun çok hafızasız, yeteneksiz ve çok saf ve sade oluşu, Kur'an'ı ezberden bilmesinin bir mucize olduğuna en iyi bir delildi. Üstelik, o sadece normal bir Kur'",ismimi söylediğim halde sürekli ismimi unuturdu keşke onu görmüş olsaydınız onun çok hafızasız yeteneksiz ve çok saf ve sade oluşu kuranı ezberden bilmesinin bir mucize olduğuna en iyi bir delildi üstelik o sadece normal bir kur,237,36,"ismimi söylediğim halde sürekli ismimi unuturdu. Keşke onu görmüş olsaydınız! Onun çok hafızasız, yeteneksiz ve çok [PET_BOUNDARY]saf[PET_BOUNDARY] ve sade oluşu, Kur'an'ı ezberden bilmesinin bir mucize olduğuna en iyi bir delildi. Üstelik, o sadece normal bir Kur'",0,sometimes_euph
1432,1433,kurban gitmek,kurban gitmek,death,hızlı ve yıkıcı bir prestij kaybı yaşayabiliyor. İnternetteki itibar kaybını her zaman dedikodu veya şikayetlere kurban gitmek olarak düşünmemek gerek. Sitelere dadanan kötü niyetli çerezler veya başka internet zararlıları da Google ve diğer,hızlı ve yıkıcı bir prestij kaybı yaşayabiliyor internetteki itibar kaybını her zaman dedikodu veya şikayetlere kurban gitmek olarak düşünmemek gerek sitelere dadanan kötü niyetli çerezler veya başka internet zararlıları da google ve diğer,241,33,hızlı ve yıkıcı bir prestij kaybı yaşayabiliyor. İnternetteki itibar kaybını her zaman dedikodu veya şikayetlere [PET_BOUNDARY]kurban gitmek[PET_BOUNDARY] olarak düşünmemek gerek. Sitelere dadanan kötü niyetli çerezler veya başka internet zararlıları da Google ve diğer,0,sometimes_euph
